id	word	phonetic	definition	example	translation	source
7513	mat	[mæt ]	n. 地垫，垫子；团，簇 / 【名】 （Mat）（英）马特，玛特（女名）（教名Matthew、Martha、Matilda的昵称），（土）马特，（柬）马（人名）	Wipe your feet on the mat before you come in, please.	请在垫子上擦擦脚再进来。	blue 补充词表
7514	matron	[ˈmeɪtrən ]	n. 主妇；保姆；妇女；女舍监	'Tis treacle,' said an observant matron.	“那是糖浆，”一个目光敏锐的妇女说。	blue 补充词表
7515	mattress	[ˈmætrəs ]	n. 床垫，褥垫；（工程）垫层，沉排，钢筋网	The mattress is best on a solid bed base.	床垫最好放在结实的床座上。	blue 补充词表
7516	mausoleum	[ˌmɔːsəˈliːəm ]	n. 陵墓；阴森森的大厦	Guards of Lenin's mausoleum were in felt boots with galoshes.	列宁陵墓的守卫们穿着毡靴的胶套鞋。	blue 补充词表
7517	mayonnaise	[ˈmeɪəneɪz ]	n. 蛋黄酱；用蛋黄酱调制的食物	The bread, pastry and mayonnaise are homemade.	面包、糕点和蛋黄酱都是自家做的。	blue 补充词表
7518	meager	[ˈmiːɡər ]	adj. 贫乏的；瘦的；（数量）少的，不足的	It's difficult to raise a family on a meager income.	依靠微薄的收入是很难养家的。	blue 补充词表
7519	mechanically	[məˈkænɪkli ]	adv. 机械地；呆板地；物理上地	I'm not mechanically minded.	我没有机械方面的头脑。	blue 补充词表
7520	medalist	[ˈmedəlɪst ]	n. 奖牌获得者	He Wenna, 21, was the gold medalist in the trampoline of the 2008 Beijing Olympics.	21岁的何雯娜曾是2008年北京奥运会蹦床项目的金牌得主。	blue 补充词表
7521	medallion	[məˈdæliən ]	n. 大奖章；圆形浮雕	On the medallion was painted the picture of a Marionette.	大奖章上画着一个木偶的图案。	blue 补充词表
7522	medial	[ˈmiːdiəl ]	adj. 中间的；平均的；普通的 / n. [语] 中间字母	In the medial tract, the multifidi originates on the sacrum.	在内侧束，多裂肌起源于骶骨。	blue 补充词表
7523	mediator	[ˈmiːdieɪtər ]	n. 调停者，解决纷争的人（机构）；中介物	My role is to act as a mediator between employees and management.	我的角色就是协调雇员与管理者之间的关系。	blue 补充词表
7524	meditative	[ˈmedɪteɪtɪv ]	adj. 冥想的，沉思的；耽于默想的	She found him in a meditative mood.	她见他正在沉思。	blue 补充词表
7525	medium-high		中高	The right oil: The chef uses palm oil, which he heats up to medium-high heat.	选对油： 皮塔克大厨使用的是棕榈油，他先将油烧热到中高温。	blue 补充词表
7526	medium-low		中低：介于中等和低等之间的程度或水平。	Melt the butter over a medium-low heat. When it is melted and bubbly, put in the flour.	用中低火把黄油加热。待黄油熔化起泡后，放入面粉。	blue 补充词表
7527	meek	[miːk ]	adj. 温顺的；谦恭的；驯服的 / n. （Meek）人名；（英）米克	On the surface she seemed meek, rather insipid.	她表面上看似温顺，其实乏味无趣。	blue 补充词表
7528	mellow	[ˈmeloʊ ]	adj. （颜色或光线）柔和的，温暖的；（声音）悦耳的，圆润的；（酒）芳醇的，（水果）成熟香甜的；（性格）稳健的，老练的；悠闲的，怡然自得的；（喝酒或吸毒后）轻松自在的，飘飘然的；（土壤）肥沃的，富饶的 / v. （使）变成熟老练，（使）变平易近人；（使）变柔和；（使）（酒）变得芳醇；（使）变得轻松平静（mellow out） / 【名】 （Mellow）（英）梅洛（人名）	His voice was deep and mellow.	他的声音低沉而柔和。	blue 补充词表
7529	melodrama	[ˈmelədrɑːmə ]	n. 情节剧；音乐剧；耸人听闻的事件，闹剧	Instead of tragedy, we got melodrama.	我们看到的是情节剧，而不是悲剧。	blue 补充词表
7530	melodramatic	[ˌmelədrəˈmætɪk ]	adj. 夸张的；情节剧的；戏剧似的	"""Don't you think you're being slightly melodramatic?"" Jane asked."	“你不觉得你有点夸张吗？”简问道。	blue 补充词表
7531	meltdown	[ˈmeltdaʊn ]	n. 核反应堆堆芯熔毁；（公司、机构或系统的）崩溃；情绪突然失控	Urgent talks are going on to prevent the market going into financial meltdown during the summer.	紧急谈判正在进行中，以防止市场在夏天陷入金融崩溃。	blue 补充词表
7532	memorialize	[məˈmɔːriəlaɪz ]	vt. 纪念；请愿；提出请愿书	When she died in 1946, her friends wanted to memorialize her in some significant way.	当她于1946年去世时，她的朋友们想以某种有意义的方式纪念她。	blue 补充词表
7533	meningitis	[ˌmenɪnˈdʒaɪtɪs ]	n. 脑膜炎	He died of tubercular meningitis.	他死于结核性脑膜炎。	blue 补充词表
7534	merciless	[ˈmɜːrsɪləs ]	adj. 残忍的；无慈悲心的	"Monsanto's critics have attacked the company for its ""merciless legal battles against small farmers"" and they are hoping this will be the case that puts it in its place."	孟山都的评论家抨击该公司“对小农户发起了无情的法律斗争”，他们希望这一案件能让它得到应有的惩罚。	blue 补充词表
7535	meringue	[məˈræŋ ]	n. 蛋白酥饼，蛋糖脆皮；蛋白霜	A dacquoise is a french layered dessert used with meringue, chocolate, and either whipped cream or buttercream.	达克瓦兹是一种法式分层甜点，搭配蛋白霜、巧克力、鲜奶油或奶油。	blue 补充词表
7536	metaphorical	[ˌmetəˈfɔːrɪk(ə)l ]	adj. 隐喻的，象征的	They also availed themselves of other forms of expression with metaphorical meaning, some probably original, some derived from Toltec coinages.	它们还利用了其他具有隐喻意义的表达形式，有些可能是原创的，有些则源自托尔特克的新造词。	blue 补充词表
7537	methodist	[ˈmeθədɪst ]	n. 强调方法的人 / n. （Methodist）循道宗信徒（18世纪从英国国教分离出的基督教新教教徒） / adj. （Methodist）循道宗的；循道宗信徒的	He was confirmed as a member of the Methodist Church.	他受了坚信礼成为卫理公会的一员。	blue 补充词表
7538	meticulously	[məˈtɪkjələsli ]	adv. 细致地；一丝不苟地；拘泥地	Mondrian's works are deceptively simple, but eye-tracking studies confirm that they are meticulously composed, and that simply rotating a piece radically changes the way we view it.	蒙德里安的作品看似简单，但眼球追踪研究证实它们是经过精心创作的，而且简单地旋转下一件作品，就会从根本上改变我们看待它的方式。	blue 补充词表
7539	mexican	[ˈmeksɪkən ]	adj. 墨西哥的；墨西哥人的 / n. 墨西哥人；墨西哥语	We can pick up Mexican television.	我们可以接收到墨西哥电视。	blue 补充词表
7540	micro	[ˈmaɪkroʊ ]	adj. 极小的，微小的；微观的 / n. 微型计算机（microcomputer 的简称）；微处理器（microprocessor 的简称）；超短裙	The pulse is usually timed in micro-seconds.	脉冲通常以微秒计。	blue 补充词表
7541	microchip	[ˈmaɪkroʊtʃɪp ]	n. 微型集成电路片，微芯片	Thanks to her microchip, Roxy was soon returned to her grateful owner.	多亏了她的微芯片，Roxy 很快就被归还，主人心怀感激。	blue 补充词表
7542	midpoint	[ˈmɪdpɔɪnt ]	n. 中点；正中央	Because the midpoint of the Medieval Warm Period was about 850, an extension of Bond's cycles would place the midpoint of the next warm interval in the twenty-fourth century.	由于中世纪温暖期的中点约为850年，因此邦德循环的延长将使下一个温暖间隔的中点出现在二十四世纪。	blue 补充词表
7543	migrant	[ˈmaɪɡrənt ]	n. （为工作）移居者，移民；候鸟，迁徙动物 / adj. 移民的，有迁徙习性的	Migrant birds shelter in the reeds.	候鸟隐蔽在芦苇丛中。	blue 补充词表
7544	mileage	[ˈmaɪlɪdʒ ]	n. 行驶里程；英里数；好处，益处；按英里支付的交通补贴	My annual mileage is about 10 000.	我一年的行驶里程大约为1万英里。	blue 补充词表
7545	millennium	[mɪˈleniəm ]	n. 一千年；千周年纪念日，千禧年（the millennium）；世界末日前基督治理世界的一千年（the millennium）；（作为乌托邦的）美满时期，太平盛世（the millennium）	How did you celebrate the millennium?	你们是如何欢庆千禧年的？	blue 补充词表
7546	million-dollar		一百万美元、欧元或某个国家的货币	It's not a million-dollar question.	这不仅仅是几百万美元的问题。	blue 补充词表
7547	mimetic	[mɪˈmetɪk ]	adj. 模仿的；拟态的；类似的	Both realism and naturalism are mimetic systems or practices of representation.	现实主义和自然主义都是模仿的做法或者表现的习惯而已。	blue 补充词表
7548	mind-boggling	[ˈmaɪnd bɑːɡlɪŋ ]	adj. 令人难以置信的；令人惊异的	The amount of paperwork involved is mind-boggling.	相关的书面工作量大得令人难以想象。	blue 补充词表
7549	misconception	[ˌmɪskənˈsepʃ(ə)n ]	n. 错误想法，误解，错误印象	It is a misconception to assume that the two continents are similar.	假设这两块大陆类似是种错误概念。	blue 补充词表
7550	miserably	[ˈmɪzrəbli ]	adv. 贫困地；可悲地；糟糕地；非常不幸地	We tried to develop plans for them to get along, which all failed miserably.	我们设法制定出让他们相处融洽的计划，但都惨败了。	blue 补充词表
7551	misfit	[ˈmɪsfɪt ]	n. 不适合；不适应环境的人 / vt. 对……不适合	I have been made to feel a social and psychological misfit for not wanting children.	因为不想要孩子，使我觉得自己在社交和心理上与他人格格不入。	blue 补充词表
7552	misinformation	[ˌmɪsɪnfərˈmeɪʃn ]	n. 误报；错误的消息	This was a deliberate piece of misinformation.	这是一条故意提供的虚假消息。	blue 补充词表
7553	mismatch	[ˌmɪsˈmætʃ ]	v. 使配错；使不适当地在一起 / n. 错配，搭配不当；不匹配，不协调；实力悬殊（或不公平）的比赛	There is a mismatch between the skills offered by people and the skills needed by industry.	人们所提供的技能和行业所需要的技能并不匹配。	blue 补充词表
7554	mister	[ˈmɪstər ]	n. 先生；平民 / vt. 称……先生	Please, mister, can we have our ball back?	求求你，先生，能把球还给我们吗？	blue 补充词表
7555	misuse	[ˌmɪsˈjuːs; ˌmɪsˈjuːz ]	n. 误用，滥用 / vt. 错用，滥用；虐待，不公平对待	The new law toughens up penalties for those that misuse guns.	这部新法律加强了对滥用枪支者的惩处。	blue 补充词表
7556	moccasin	[ˈmɑːkəsɪn ]	n. 软帮鞋；[服装] 鹿皮鞋；一种生长在北美的大毒蛇	A moccasin or soft shoe designed to be worn inside a boot.	高统鹿皮靴设计用以穿在长统靴里的一种软鞋或柔软的鞋。	blue 补充词表
7557	modality	[moʊˈdæləti ]	n. 形式，形态；程序；物理疗法；主要的感觉	They are researching a different modality of treatment for the disease.	他们正在研究这种疾病的另一种疗法。	blue 补充词表
7558	moderation	[ˌmɑːdəˈreɪʃ(ə)n ]	n. 适度，有节制；（尤指政治观点或行为的）温和，不偏激；缓和，减轻；评分审核制；牛津大学文学士学位第一次考试（Moderations）；（中子）减速	TV is not necessarily toxic, but is something that has to be done in moderation; something that balances the other needs of the child for healthy development.	看电视不一定是有害的，但必须适度，要平衡孩子的其他需求，让孩子健康成长。	blue 补充词表
7559	moderator	[ˈmɑːdəreɪtər ]	n. 仲裁人，调解人；（试卷）审核员，监考人；（会议或讨论的）主持人；长老会教长；留言板版主，聊天室版主；慢化剂，缓和剂； 长老会教长	She also acted as moderator or leader at a UNICEF event last December.	去年12月，她还担任了联合国儿童基金会一次活动的主持人。	blue 补充词表
7560	modesty	[ˈmɑːdəsti ]	n. 谦虚，谦逊；保守，端庄；适度，有限；羞怯，腼腆	He accepted the award with characteristic modesty.	他以他一贯的谦逊态度接受了奖励。	blue 补充词表
7561	modulate	[ˈmɑːdʒəleɪt ]	vt. 调节；（信号）调制；调整 / vi. 调制；转调	These chemicals modulate the effect of potassium.	这些化合物可以调节钾的功效。	blue 补充词表
7562	moist	[mɔɪst ]	adj. 潮润的，微湿的；（地区或空气）潮湿的，多雨的；（眼睛）含泪的，泪汪汪的；湿（性）的	The outside air was heavy and moist and sultry.	户外的空气阴沉、潮湿而闷热。	blue 补充词表
7563	moisten	[ˈmɔɪs(ə)n ]	vt. 弄湿；使……湿润 / vi. 潮湿；变潮湿	According to Chinese traditional medicine, start of summer is a key time to moisten the heart.	中医认为，立夏是滋润心脏的关键时刻。	blue 补充词表
7564	molten	[ˈmoʊltən ]	adj. 熔化的；铸造的；炽热的 / n. （Molten）莫尔滕（人名）	An immense volume of rocks and molten lava was erupted.	大量岩石和熔岩喷发出来。	blue 补充词表
7565	monastic	[məˈnæstɪk ]	adj. 修道院的；僧尼的；庙宇的 / n. 僧侣；修道士	He was drawn to the monastic life.	他向往僧侣的生活。	blue 补充词表
7566	monologue	[ˈmɑːnəlɔːɡ ]	n. 长篇独白，独角戏；长篇大论，滔滔不绝的讲话	His actions were accompanied by a rambling monologue.	他的行动伴随着一串冗长含糊的独白。	blue 补充词表
7567	monsoon	[ˌmɑːnˈsuːn ]	n. 季风；（印度等地的）雨季；季候风	What caused the monsoon to migrate?	是什么导致了季风的迁移呢？	blue 补充词表
7568	mop	[mɑːp ]	n. 拖把；蓬乱浓密的头发；清扫；洗碗刷；（秋季雇佣农工或仆役的）雇工市场；鬼脸 / v. 用拖把拖；擦掉，抹掉；结束，完成；扮鬼脸	Just a twist of the handle is all it takes to wring out the mop.	只需旋转一下那个手柄就可以拧干拖把。	blue 补充词表
7569	mormon	[ˈmɔːrmən ]	n. （Mormon）（美）摩尔蒙（人名） / n. （Mormon）摩门教徒；后期圣徒 / adj. （Mormon）摩门教的	The Book of Mormon is playing at the Eugene O'Neill Theatre in New York, NY.	“摩门之书”现正在纽约尤金·奥尼尔剧院热映。	blue 补充词表
7570	morph	[mɔːrf ]	n. 形素，语素；形态；图像变换 / v. （使）图像变形；将（图像）进行合成处理；改变，变化，变形	Replacement of UML elements (morph option)	UML 元素（变体选项）的置换	blue 补充词表
7571	mossy	[ˈmɔːsi ]	adj. 苔藓覆盖的，长满苔藓的，苔藓状的；老派的，极端保守的	Mossy fibres terminate in the stratum lucidum of area CA3.	苔藓纤维终止于 CA3 区透明层。	blue 补充词表
7572	motionless	[ˈmoʊʃnləs ]	adj. 静止的；不运动的	She stood absolutely motionless.	她纹丝不动地站在那里。	blue 补充词表
7573	motorized	[ˈmoʊtəraɪzd ]	adj. 摩托化的；机动化的 / v. 使……机械化（motorize 的过去分词）	The problems caused by motorized vehicles in the West are often magnified in developing nations.	西方机动车辆造成的问题在发展中国家往往被放大。	blue 补充词表
7574	motto	[ˈmɑːtoʊ ]	n. 座右铭，格言，警句；格言主题 / 【名】 （Motto）（英）莫托，（意、西）莫托（人名）	'Live and let live.' That's my motto.	“待人宽如待己。”这就是我的座右铭。	blue 补充词表
7575	mourner	[ˈmɔːrnər ]	n. 哀悼者；悲伤者；送葬者；忏悔者	Who'll be chief mourner?	谁来当主祭？	blue 补充词表
7576	mourning	[ˈmɔːrnɪŋ ]	n. 伤逝，哀悼；丧服；沉痛哀悼之情；恸哭（某些国家的人为哀悼死者而作的大声痛哭） / v. 悼念，哀悼；对……感到痛心（遗憾）（mourn 的现在分词形式）	She was still in mourning for her husband.	她仍在为丈夫服丧。	blue 补充词表
7577	muffin	[ˈmʌfɪn ]	n. （常加有水果的）小松糕； 英国松饼（通常烤热加黄油吃）	A muffin serving size is the size of a light bulb.	一份松饼是灯泡这么大。	blue 补充词表
7578	mull	[mʌl ]	vt. 研磨；思索或思考某事物；使醉 / n. 混乱；软薄布 / vi. 深思熟虑 / n. （Mull）人名；（英）马尔	I need some time to mull it over before making a decision.	在作出决定之前我需要一些时间来认真琢磨一下。	blue 补充词表
7579	multipurpose	[ˌmʌltiˈpɜːrpəs ]	adj. 多目标的；多种用途的	Somehow we have managed to make the bedroom a multipurpose room.	不知为何我们成功地把卧室变成了多功能房间。	blue 补充词表
7580	mundane	[mʌnˈdeɪn ]	adj. 单调的，平凡的，平淡的；世俗的，尘世的 / n. 平凡的事物（the mundane）	I lead a pretty mundane existence.	我过着相当平淡的生活。	blue 补充词表
7581	muse	[mjuːz ]	n. 灵感，激发创作灵感的人；缪斯（古希腊神话中掌管艺术或科学的九位女神之一）（Muse） / v. 沉思，冥想；沉思地说；若有所思地凝视（muse on）	I want to be a better writer and maybe my muse will provide the motivation.	我希望成为一名更好的作者，也许我的沉思将为我提供动力。	blue 补充词表
7582	musket	[ˈmʌskɪt ]	n. 步枪；滑膛枪，毛瑟枪	I hunted with a musket two years ago.	两年前我用滑膛枪打猎。	blue 补充词表
7583	mute	[mjuːt ]	adj. 缄默的，沉默的；哑的，不会说话的；无声的，宁静的；（猎犬）追猎时不吠叫的；（字母）哑音的，无音的 / n. 弱音器；哑巴；一群猎狗；（一些亚洲国家的）哑奴，哑仆；哑剧演员；受雇的送葬人，以送葬为业者；闭锁音 / v. 消音，减音；减弱，缓和；关闭声音 / 【名】 （Mute）（塞）穆特（人名）	He was mute, distant, and indifferent.	他缄默无言，对人疏远而且冷漠。	blue 补充词表
7584	nagging	[ˈnæɡɪŋ ]	adj. 唠叨的；挑剔的；使人不得安宁的 / n. 唠叨；挑剔 / v. 唠叨（nag 的 ing 形式）	Stop nagging—I'll do it as soon as I can.	别唠叨了—我会尽快做的。	blue 补充词表
7585	namesake	[ˈneɪmseɪk ]	n. 名义；同名物；同名的人	The town of Breckenridge and its namesake ski area could prosper under the plan.	按照这一方案，布雷肯里奇镇及与其同名的滑雪区将会繁荣起来。	blue 补充词表
7586	naming	[ˈneɪmɪŋ ]	n. 命名 / v. 给……取名字（name 的 ing 形式）	This is because we have to connect to the naming service.	这是因为我们必须连接到命名服务。	blue 补充词表
7587	nationalize	[ˈnæʃnəlaɪz ]	vt. 使国有化；使民族化；使归化；使成国家	In 1987, Garcia introduced legislation to nationalize Peru's banking and financial systems.	1987年，加西亚立法，将秘鲁的银行和财政系统收归国有。	blue 补充词表
7588	naturalistic	[ˌnætʃ(ə)rəˈlɪstɪk ]	adj. 自然的；自然主义的；博物学的	Further research is needed under rather more naturalistic conditions.	需要在更自然的条件下进行进一步研究。	blue 补充词表
7589	naysayer	[ˈneɪseɪər ]	摇头族（指那些说某事成不了、经常否定、拒绝或者反对一些事情的人）	Give up being a naysayer.	拒绝做否定主义者。	blue 补充词表
7590	nebula	[ˈnebjələ ]	n. 星云；角膜云翳	The size of the nebula at this stage is inversely proportional to its mass.	这个阶段的星云大小与其质量成反比。	blue 补充词表
7591	necktie	[ˈnektaɪ ]	n. 领带	Your necktie doesn't match your suit at all.	你的领带跟你的西装一点也不搭配。	blue 补充词表
7592	negativity	[ˌneɡəˈtɪvəti ]	n. 否定性；消极性	Don't let negativity ruin your motivation.	不要让消极情绪破坏你的动力。	blue 补充词表
7593	negligence	[ˈneɡlɪdʒəns ]	n. 疏忽，大意；玩忽职守	The accident was caused by negligence on the part of the driver.	事故是由于司机的过失造成的。	blue 补充词表
7594	negotiating	[nɪˈɡoʊʃieɪtɪŋ ]	n. 谈判 / v. 谈判（negotiate 的 ing 形式）；磋商	We have been negotiating for more pay.	我们一直在为增加工资进行协商。	blue 补充词表
7595	nestle	[ˈnes(ə)l ]	v. （使）偎依，（使）依靠；位于，坐落于（安全或隐蔽之处）	John took one child into the crook of each arm and let them nestle against him.	约翰一手搂过一个孩子，让他们依偎着他。	blue 补充词表
7596	networking	[ˈnetwɜːrkɪŋ ]	n. 建立工作关系网；（计算机系统的）联网，网络化 / v. 使（计算机）联网；（尤指工作中）建立关系网，建立人脉；对（电视或广播节目）进行联播（network 的现在分词形式）	Managers have learned to grapple with networking, artificial intelligence, computer-aided engineering and manufacturing.	管理人员已经学会如何去应付网络、人工智能、计算机辅助工程和制造等问题。	blue 补充词表
7597	neurosurgeon	[ˈnʊroʊsɜːrdʒən ]	n. 神经外科医生	"LEIGH VINOCUR: ""And then when the neurosurgeon described that it appeared the nerves to her eye were OK, I just think it could have been worse."""	维诺科：“当神经外科医生介绍说她的眼部神经正常时，我还以为情况原本可能会更糟。”	blue 补充词表
7598	newsprint	[ˈnuːzprɪnt ]	n. 新闻用纸（等于 newspaper）	The Wall Street Journal uses 220,000 tonnes of newsprint each year.	《华尔街日报》每年使用22万吨新闻纸。	blue 补充词表
7599	nigerian	[naɪˈdʒɪriən ]	n. （Nigerian）尼日利亚人 / adj. （Nigerian）尼日利亚的；尼日利亚人的 / n. （Nigerian）（尼）内杰力让（人名）	Some 50,000 Nigerian Muslims annually go on the Hajj to Mecca in Saudi Arabia.	每年，大概有5万名尼日利亚伊斯兰教徒去沙特阿拉伯的麦加朝圣。	blue 补充词表
7600	nightly	[ˈnaɪtli ]	adj. 每晚的，每夜的 / adv. 每晚地	She appears nightly on the television news.	她每晚都在电视新闻中出现。	blue 补充词表
7601	nitrate	[ˈnaɪtreɪt ]	n. 硝酸盐 / v. 用硝酸处理	We need to cut nitrate levels in water.	我们需要降低水中的硝酸盐含量。	blue 补充词表
7602	no-fly		adj. 禁飞的：指某个区域或国家不允许飞机飞越或降落的情况。	Maybe we should put a no-fly zone over the country?	也许我们该把带个英国设为禁飞区？	blue 补充词表
7603	nominee	[ˌnɑːmɪˈniː ]	n. 被提名者，被任命者；（投资等的）名义持有人，注册人；代名人，代名组织	His nominee for vice president was elected only after a second ballot.	他的副总统候选人仅在第二轮投票后就被选中。	blue 补充词表
7604	non-western		adj. 非西方的；非西方社会的	In many non-Western societies, however, monogamy has never dominated.	然而，在很多非西方社会，一夫一妻制从未占主导地位。	blue 补充词表
7605	nonetheless	[ˌnʌnðəˈles ]	adv. 然而，尽管如此	Nonetheless, it's smart to exercise caution.	尽管如此，保持谨慎是明智的。	blue 补充词表
7606	noodle	[ˈnuːd(ə)l ]	n. 面条；笨蛋，蠢人；人头，脑袋 / v. （随意地）拨弄乐器；（随意地）思考，酝酿；搜寻（蛋白石等）	They have two restaurants that purvey dumplings and chicken noodle soup.	有两家供应饺子和鸡肉汤面的餐馆。	blue 补充词表
7607	northwestern	[ˌnɔːrθˈwestərn ]	adj. 来自西北的；西北方的；在西北部的	Virtually every river in northwestern Oregon was near flood stage.	俄勒冈西北部的差不多每条河都接近洪涝阶段了。	blue 补充词表
7608	nostalgic	[nɑːˈstældʒɪk ]	adj. 思乡的；引人怀旧的 / n. 怀旧的人	He made a nostalgic return visit to Hawaii.	他满怀怀旧之情重游夏威夷。	blue 补充词表
7609	nuanced	[ˈnuːˌɑːnst ]	adj. 微妙的；具有细微差别的 / v. 精确细腻地表演；细致入微地描绘（nuance 的过去分词）	We are long past being surprised when complicated and nuanced problems are, amid an electoral whirlwind, turned into reductionist rallying cries.	我们过去一直很惊讶，在选举旋风当中，简化论者会把所有复杂和琐碎的问题都会呼天抢地地吵闹一番。	blue 补充词表
7610	nude	[nuːd ]	adj. 裸体的，赤裸的；肉色的；光秃的，无装饰的 / n. 裸体人像，人物裸体作品；肉色，裸色	She refused to be photographed nude.	她拒拍裸体照片。	blue 补充词表
7611	nurturing		v. 养育；扶持；滋长；怀有（希望、想法等）；教育；培养（某人）（nurture 的现在分词）	These delicate plants need careful nurturing.	这些幼嫩的植物需要精心培育。	blue 补充词表
7612	oatmeal	[ˈoʊtmiːl ]	n. 燕麦粥；燕麦片	Oatmeal is a good second best.	燕麦片是不错的第二选择。	blue 补充词表
7613	oblivious	[əˈblɪviəs ]	adj. 不在意的，未觉察到的；遗忘的，健忘的	You eventually become oblivious to the noise.	你终究会变得不在意吵闹声的。	blue 补充词表
7614	obscenity	[əbˈsenəti ]	n. 淫秽的语言，下流的行为；下流话，脏话；淫秽，猥亵	The editors are being prosecuted for obscenity.	编辑因刊载污秽文字而被起诉。	blue 补充词表
7615	observant	[əbˈzɜːrvənt ]	adj. 善于观察的，观察力敏锐的；严守教规的，遵守风俗的 / n. （遵守严格教规的）方济各会分会修士	That's a good description, Mrs. Drummond. You're very observant.	描述得很好，德拉蒙德太太。你很善于观察。	blue 补充词表
7616	occupied	[ˈɑːkjupaɪd ]	adj. 忙于……的，从事……的；（床、椅子、房间等）已被占用的；（地方）被占领的，遭侵占的 / v. 占用，居住；占（空间或一段时间）；（用武力）占领，侵占（occupy 的过去式和过去分词形式）	The hospital bed is occupied by his wife.	那张病床由他妻子占用。	blue 补充词表
7617	oddball	[ˈɑːdbɔːl ]	adj. 古怪的，奇怪的 / n. 古怪的人	I came from a family that was decidedly oddball you know.	你要知道，我的家人个个古怪得很。	blue 补充词表
7618	old-school		adj. 古旧的，守旧的；老派的	The walls are hung with sepia photographs of old school heroes.	这些墙上挂满了老牌英雄人物发黄的旧照片。	blue 补充词表
7619	old-time	[ˈoʊld taɪm ]	adj. 从前的；旧式的；资深的	He likes to look at film of old-time players.	他喜欢看那些以前运动员的影片。	blue 补充词表
7620	omnipresent	[ˌɑːmnɪˈprez(ə)nt ]	adj. 无所不在的	These days the media are omnipresent.	现在新闻媒体无处不在。	blue 补充词表
7621	one-man	[ˌwʌn ˈmæn ]	adj. 个人的；仅一人的；仅供一人的	He toured America with his one-man show.	他在美国进行了个人巡回演出。	blue 补充词表
7622	one-of-a-kind		adj. 每种只有一个的	Very special books are still occasionally produced on vellum, but they are one-of-a-kind show pieces.	非常特别的书仍然偶尔用牛皮纸制作，但它们是独一无二的展示品。	blue 补充词表
7623	one-party		adj. 一党制的	No one party is expected to gain an outright majority.	没有任何政党可望获得绝对多数。	blue 补充词表
7624	ongoing	[ˈɑːnɡoʊɪŋ ]	adj. 持续存在的，仍在进行的，不断发展的	When Pemberton created his drink, it represented an ongoing trend.	当彭伯顿发明他的饮料时，它代表了一种持续的趋势。	blue 补充词表
7625	opiate	[ˈoʊpiət ]	n. 鸦片制剂，麻醉剂，镇静剂；慰藉物 / adj. 含鸦片的，鸦片似的；麻醉的，催眠的，镇静的 / v. 给……注入鸦片	He cannot sleep, not even after taking an opiate.	他睡不着，甚至服了安眠药之后也睡不着。	blue 补充词表
7626	opportunistic	[ˌɑːpərtuːˈnɪstɪk ]	adj. 机会主义的；投机取巧的	Many of the strongly opportunistic plants are the common weeds of fields and gardens.	许多非常机会主义的植物都是田野和花园中常见的杂草。	blue 补充词表
7627	oppress	[əˈpres ]	v. 压迫，欺压；使压抑，使烦恼；（纹章）使（图记）部分模糊	"Tackling the inequality, racism and other forms of ""structural violence"" which oppress the poor is as critical as extending the drugs."	解决压迫穷人的不平等、种族主义和其他形式的“结构性暴力”与推广药物一样重要。	blue 补充词表
7628	opus	[ˈoʊpəs ]	n. 作品	His latest offering is a magnum opus on philosophy.	他的最新作品是一部关于哲学的巨著。	blue 补充词表
7629	orator	[ˈɔːrətər ]	n. 演说者；演讲者；雄辩家	He was a natural politician, a gifted orator who knew how to work a crowd.	他曾是位天生的政治家，是位有天赋且知道如何凝集民众的演说家。	blue 补充词表
7630	organizational	[ˌɔːrɡənəˈzeɪʃənl ]	adj. 组织的，安排的；有关组织（或机构）的；（组织或机构）结构的	This problem needs to be dealt with at an organizational level.	这个问题需要在组织层面上解决。	blue 补充词表
7631	orgy	[ˈɔːrdʒi ]	n. 狂欢；放荡	E. Orgy in which all participants are greasy.	E .所有的参与者都滑溜的狂欢。	blue 补充词表
7632	oriental	[ˌɔːriˈent(ə)l ]	adj. 东方（尤指中国和日本）的，东方人的；（动物学）（与）东方界（有关）的（Oriental）；（珍珠或其他珠宝）有光泽的 / n. 东方人（=Oriental）	There were Oriental carpets on the floors.	地板上铺着东方的地毯。	blue 补充词表
7633	oscillation	[ˌɑːsɪˈleɪʃn ]	n. 振荡；振动；摆动	Its oscillation depends on the strength of the gravitational field.	它的摆动取决于重力场的力。	blue 补充词表
7634	ostrich	[ˈɑːstrɪtʃ ]	n. 鸵鸟；逃避现实的人，不愿正视现实者	An unremarkable shrub on the gravel plain moved and resolved into an ostrich.	砾石平原上的一株不起眼的灌木移动了一下，变成了一只鸵鸟。	blue 补充词表
7635	otter	[ˈɑːtər ]	n. 水獭；水獭皮；浮钩具 / 【名】 （Otter）（英、德、法、瑞典）奥特（人名）	'Otter' is spelt with a double t.	otter一词中有两个t。	blue 补充词表
7636	ouster	[ˈaʊstər ]	n. 驱逐；剥夺；罢黜	The group has called for the ouster of the trust's board.	该集团已要求罢免信托董事会。	blue 补充词表
7637	outing	[ˈaʊtɪŋ ]	n. 短途旅游，远足；出门，外出；（尤指在体育项目或电影中的）出场；对同性恋者（尤指名人）的曝光 / v. 击倒，击昏；公开（知名人士）的同性恋身份；熄灭（out 的现在分词形式）	We can't go without you for this outing.	这次郊游少不了你。	blue 补充词表
